# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
4.922,613.793,103.607,-14.93,103.661,14.93,17.179,0.003,17.179,0.009,3.374,0.139,28.61,-80.6,9.79,0.108,3.775e-5,-1.926,-0.011,2.207,0.658,0.376,0.002,1176.005,977.173,2.582,0.307,1.143e7,0,11.342,0.392,0.392,0.255,0.005,0.132,0.012,0.033,1.469e-4,0,0,0,0,-1.84e-4,0.013,0.077,0.005,86.766,0.024,2.279,11.01,941.895,337.971,0.05,0.431
4.972,618.955,102.862,-14.86,102.917,14.861,17.348,0.003,17.348,0.009,3.369,0.057,28.61,-80.6,9.79,0.166,3.277e-5,-1.247,-0.01,2.207,0.658,0.376,0.002,1174.8,977.173,2.567,0.305,1.135e7,0,11.178,0.392,0.392,0.255,0.005,0.132,0.019,0.049,3.408e-4,0,0,0,0,-7.822e-5,0.013,0.077,0.005,86.686,0.03,2.285,10.977,941.318,337.951,0.05,0.433
5.022,624.08,102.121,-14.786,102.176,14.787,17.516,0.003,17.516,0.009,3.367,0.071,28.61,-80.6,9.79,0.159,2.456e-5,-0.338,4.096e-4,2.207,0.658,0.376,0.002,1174.907,977.173,2.568,0.303,1.126e7,0,11.016,0.392,0.392,0.256,0.005,0.132,0.018,0.048,2.067e-4,0,0,0,0,-5.823e-6,0.013,0.077,0.005,86.647,0.029,2.329,10.943,940.746,337.931,0.05,0.435
5.072,629.167,101.383,-14.708,101.439,14.709,17.684,0.003,17.684,0.009,3.361,0.174,28.61,-80.6,9.79,0.088,2.661e-5,0.218,-0.011,2.207,0.658,0.376,0.002,1176.299,977.173,2.586,0.301,1.118e7,0,10.857,0.392,0.392,0.256,0.005,0.132,0.01,0.027,-2.854e-4,0,0,0,0,2.464e-6,0.013,0.077,0.005,86.646,0.023,2.427,10.91,940.177,337.911,0.05,0.437
5.122,634.218,100.65,-14.631,100.705,14.634,17.852,0.003,17.852,0.009,3.35,0.259,28.61,-80.6,9.79,0.025,2.795e-5,0.469,-0.014,2.207,0.658,0.376,0.002,1177.531,977.173,2.602,0.298,1.109e7,0,10.699,0.392,0.392,0.256,0.004,0.132,0.003,0.008,4.82e-4,0,0,0,0,1.156e-5,0.013,0.077,0.005,86.666,0.013,2.471,10.878,939.613,337.891,0.05,0.44
5.172,639.232,99.92,-14.56,99.976,14.563,18.019,0.003,18.019,0.009,3.336,0.258,28.61,-80.6,9.79,0.022,2.908e-5,0.483,-0.021,2.207,0.658,0.376,0.002,1177.557,977.173,2.602,0.296,1.101e7,0,10.543,0.392,0.392,0.257,0.004,0.131,0.003,0.006,4.609e-4,0,0,0,0,1.244e-5,0.013,0.077,0.005,86.692,0.003,2.403,10.845,939.053,337.871,0.05,0.442
5.222,644.21,99.194,-14.489,99.249,14.492,18.186,0.003,18.186,0.009,3.324,0.282,28.61,-80.6,9.79,0.001,3.109e-5,-0.335,-0.671,2.207,0.658,0.376,0.002,1177.947,977.173,2.607,0.294,1.092e7,0,10.388,0.393,0.393,0.257,0.004,0.131,1.506e-4,-6.219e-5,-3.839e-4,0,0,0,0,-6.083e-6,0.013,0.077,0.005,86.723,-0.007,2.354,10.813,938.496,337.851,0.05,0.445
5.272,649.152,98.471,-14.414,98.527,14.419,18.351,0.003,18.351,0.009,3.307,0.405,28.61,-80.6,9.79,0.095,2.742e-5,-0.456,-0.002,2.207,0.658,0.376,0.002,1175.991,977.173,2.582,0.292,1.084e7,0,10.238,0.393,0.393,0.257,0.004,0.131,0.011,0.028,-4.324e-4,0,0,0,0,-1.139e-5,0.013,0.077,0.005,86.753,-0.014,2.448,10.781,937.944,337.832,0.05,0.448
5.322,654.057,97.752,-14.343,97.807,14.35,18.516,0.003,18.516,0.01,3.284,0.467,28.61,-80.6,9.79,0.145,2.725e-5,0.148,0.005,2.207,0.658,0.376,0.002,1174.944,977.173,2.568,0.29,1.076e7,0,10.089,0.393,0.393,0.258,0.004,0.131,0.017,0.043,4.193e-4,0,0,0,0,1.219e-6,0.013,0.077,0.005,86.762,-0.018,2.498,10.749,937.396,337.813,0.05,0.451
5.372,658.927,97.037,-14.279,97.092,14.284,18.68,0.003,18.68,0.01,3.261,0.4,28.61,-80.6,9.79,0.099,2.82e-5,0.777,0.007,2.207,0.658,0.376,0.002,1175.844,977.173,2.58,0.288,1.067e7,0,9.94,0.393,0.393,0.258,0.004,0.131,0.011,0.03,2.47e-4,0,0,0,0,3.417e-5,0.012,0.077,0.005,86.739,-0.016,2.437,10.717,936.852,337.793,0.05,0.453
5.422,663.761,96.324,-14.218,96.379,14.221,18.842,0.003,18.842,0.01,3.245,0.289,28.61,-80.6,9.79,0.016,2.789e-5,0.926,0.05,2.207,0.658,0.376,0.002,1177.501,977.173,2.602,0.286,1.059e7,0,9.793,0.393,0.393,0.258,0.004,0.131,0.002,0.005,-3.131e-5,0,0,0,0,4.918e-5,0.012,0.077,0.005,86.694,-0.008,2.342,10.686,936.312,337.774,0.05,0.456
5.472,668.56,95.615,-14.159,95.67,14.16,19.004,0.003,19.004,0.01,3.233,0.172,28.61,-80.6,9.79,0.075,2.948e-5,-0.916,0.018,2.207,0.658,0.376,0.002,1176.262,977.173,2.586,0.284,1.051e7,0,9.648,0.393,0.393,0.259,0.004,0.13,0.009,0.022,-4.312e-4,0,0,0,0,-4.888e-5,0.012,0.077,0.005,86.646,0.004,2.244,10.654,935.776,337.755,0.05,0.459
5.522,673.323,94.908,-14.098,94.963,14.098,19.166,0.003,19.166,0.01,3.227,0.113,28.61,-80.6,9.79,0.121,2.9e-5,-0.296,0.019,2.207,0.658,0.376,0.002,1175.293,977.173,2.573,0.281,1.043e7,0,9.505,0.393,0.393,0.259,0.004,0.13,0.014,0.036,-1.001e-4,0,0,0,0,-5.172e-6,0.012,0.077,0.005,86.615,0.02,2.181,10.623,935.244,337.737,0.05,0.461
5.572,678.05,94.205,-14.035,94.26,14.035,19.327,0.003,19.327,0.01,3.22,0.101,28.61,-80.6,9.79,0.13,2.852e-5,0.024,0.014,2.207,0.658,0.376,0.002,1175.074,977.173,2.57,0.279,1.034e7,0,9.364,0.394,0.394,0.259,0.004,0.13,0.015,0.039,-4.653e-4,0,0,0,0,3.586e-8,0.012,0.077,0.005,86.608,0.033,2.151,10.593,934.716,337.718,0.05,0.463
5.622,682.743,93.505,-13.977,93.56,13.977,19.488,0.003,19.488,0.01,3.218,0.007,28.61,-80.6,9.79,0.203,3.134e-5,0.765,0.019,2.207,0.658,0.376,0.002,1173.58,977.173,2.551,0.277,1.026e7,0,9.224,0.394,0.394,0.26,0.004,0.13,0.024,0.06,3.895e-4,0,0,0,0,3.561e-5,0.012,0.077,0.005,86.628,0.042,1.956,10.562,934.191,337.7,0.05,0.465
5.672,687.401,92.808,-13.915,92.863,13.915,19.649,0.003,19.649,0.01,3.219,0.011,28.61,-80.6,9.79,0.214,3.23e-5,1.689,0.016,2.207,0.658,0.376,0.002,1173.329,977.173,2.547,0.275,1.018e7,0,9.086,0.394,0.394,0.26,0.004,0.13,0.025,0.063,9.415e-5,0,0,0,0,1.765e-4,0.012,0.077,0.005,86.69,0.045,1.799,10.532,933.671,337.681,0.05,0.467
5.722,692.024,92.114,-13.846,92.17,13.846,19.81,0.003,19.81,0.01,3.217,0.097,28.61,-80.6,9.79,0.119,2.941e-5,2.392,0.027,2.207,0.658,0.376,0.002,1175.196,977.173,2.572,0.273,1.01e7,0,8.949,0.394,0.394,0.261,0.004,0.13,0.014,0.035,3.289e-4,0,0,0,0,3.593e-4,0.012,0.077,0.005,86.793,0.043,1.752,10.502,933.154,337.663,0.05,0.471
5.772,696.612,91.423,-13.776,91.479,13.779,19.97,0.004,19.97,0.01,3.208,0.268,28.61,-80.6,9.79,0.036,2.746e-5,-2.549,0.084,2.207,0.658,0.376,0.002,1176.859,977.173,2.593,0.271,1.002e7,0,8.816,0.394,0.394,0.261,0.004,0.13,0.004,0.011,-3.981e-4,0,0,0,0,-4.14e-4,0.012,0.077,0.005,86.92,0.033,1.772,10.472,932.642,337.645,0.05,0.472
5.822,701.166,90.736,-13.71,90.792,13.716,20.131,0.004,20.131,0.01,3.191,0.386,28.61,-80.6,9.79,0.148,2.794e-5,-2.098,0.022,2.207,0.658,0.376,0.002,1174.555,977.173,2.563,0.269,9.944e6,0,8.684,0.394,0.394,0.261,0.004,0.129,0.017,0.044,1.902e-4,0,0,0,0,-2.847e-4,0.012,0.077,0.005,87.038,0.015,1.742,10.442,932.133,337.627,0.05,0.474
5.872,705.686,90.052,-13.647,90.108,13.656,20.29,0.004,20.29,0.01,3.17,0.49,28.61,-80.6,9.79,0.248,2.923e-5,-1.484,0.009,2.207,0.658,0.376,0.002,1172.521,977.173,2.537,0.267,9.866e6,0,8.555,0.395,0.395,0.262,0.004,0.129,0.029,0.074,2.163e-4,0,0,0,0,-1.446e-4,0.012,0.077,0.005,87.129,-0.005,1.738,10.413,931.628,337.609,0.05,0.476
5.922,710.172,89.371,-13.584,89.426,13.598,20.447,0.004,20.447,0.011,3.142,0.607,28.61,-80.6,9.79,0.358,2.921e-5,-0.261,0.008,2.207,0.658,0.376,0.002,1170.331,977.173,2.509,0.265,9.788e6,0,8.429,0.395,0.395,0.262,0.004,0.129,0.042,0.106,8.314e-5,0,0,0,0,-4.525e-6,0.011,0.077,0.005,87.173,-0.02,1.836,10.384,931.127,337.592,0.05,0.478
5.972,714.623,88.693,-13.526,88.748,13.54,20.604,0.004,20.604,0.011,3.111,0.628,28.61,-80.6,9.79,0.383,2.574e-5,1.114,0.007,2.207,0.658,0.376,0.002,1169.824,977.173,2.502,0.263,9.711e6,0,8.303,0.395,0.395,0.262,0.004,0.129,0.045,0.113,-2.599e-4,0,0,0,0,8.405e-5,0.011,0.077,0.005,87.151,-0.027,1.899,10.355,930.63,337.574,0.05,0.481
6.022,719.041,88.019,-13.472,88.072,13.483,20.758,0.004,20.758,0.011,3.08,0.555,28.61,-80.6,9.79,0.322,3.161e-5,2.424,0.018,2.207,0.658,0.376,0.002,1170.974,977.173,2.517,0.261,9.634e6,0,8.177,0.395,0.395,0.263,0.004,0.129,0.038,0.094,-4.969e-4,0,0,0,0,4.039e-4,0.011,0.077,0.005,87.061,-0.029,1.935,10.326,930.136,337.557,0.05,0.483
6.072,723.425,87.346,-13.422,87.4,13.428,20.912,0.004,20.912,0.011,3.056,0.403,28.61,-80.6,9.79,0.182,1.966e-5,3.341,0.032,2.207,0.658,0.376,0.002,1173.705,977.173,2.552,0.259,9.557e6,0,8.052,0.395,0.395,0.263,0.004,0.129,0.021,0.053,4.01e-4,0,0,0,0,7.79e-4,0.011,0.077,0.005,86.914,-0.025,1.929,10.298,929.646,337.539,0.05,0.485
6.122,727.776,86.676,-13.375,86.73,13.377,21.064,0.004,21.064,0.011,3.041,0.235,28.61,-80.6,9.79,0.018,3.002e-5,3.649,0.269,2.207,0.658,0.376,0.002,1176.988,977.173,2.595,0.257,9.481e6,0,7.929,0.396,0.396,0.263,0.004,0.129,0.002,0.005,2.709e-4,0,0,0,0,9.436e-4,0.011,0.077,0.005,86.736,-0.016,1.927,10.269,929.16,337.522,0.05,0.487
6.172,732.093,86.009,-13.33,86.062,13.331,21.216,0.004,21.216,0.011,3.033,0.069,28.61,-80.6,9.79,0.149,2.473e-5,-3.46,0.035,2.207,0.658,0.376,0.002,1174.312,977.173,2.56,0.255,9.405e6,0,7.808,0.396,0.396,0.264,0.004,0.128,0.017,0.045,7.551e-5,0,0,0,0,-8.615e-4,0.011,0.077,0.005,86.555,-0.003,1.917,10.241,928.678,337.505,0.05,0.489
6.222,736.377,85.343,-13.285,85.397,13.285,21.368,0.004,21.368,0.011,3.033,0.058,28.61,-80.6,9.79,0.28,2.721e-5,-2.642,0.016,2.207,0.658,0.376,0.002,1171.687,977.173,2.526,0.253,9.329e6,0,7.69,0.396,0.396,0.264,0.003,0.128,0.033,0.083,1.644e-4,0,0,0,0,-5.103e-4,0.011,0.077,0.005,86.401,0.011,1.912,10.214,928.199,337.488,0.05,0.492
6.272,740.627,84.68,-13.238,84.735,13.239,21.519,0.004,21.519,0.011,3.038,0.139,28.61,-80.6,9.79,0.365,2.65e-5,-1.635,0.014,2.207,0.658,0.376,0.002,1169.994,977.173,2.504,0.251,9.253e6,0,7.574,0.396,0.396,0.265,0.003,0.128,0.043,0.108,4.529e-4,0,0,0,0,-1.985e-4,0.011,0.077,0.005,86.293,0.023,1.905,10.186,927.724,337.472,0.05,0.495
6.322,744.845,84.019,-13.188,84.075,13.189,21.672,0.004,21.672,0.011,3.047,0.174,28.61,-80.6,9.79,0.404,3.035e-5,-0.278,0.008,2.207,0.658,0.376,0.002,1169.21,977.173,2.494,0.249,9.178e6,0,7.458,0.396,0.397,0.265,0.003,0.128,0.048,0.118,-2.597e-4,0,0,0,0,-5.839e-6,0.011,0.077,0.005,86.246,0.033,1.87,10.159,927.253,337.455,0.05,0.497
6.372,749.029,83.361,-13.131,83.417,13.131,21.824,0.004,21.824,0.011,3.054,0.105,28.61,-80.6,9.79,0.338,3.002e-5,0.921,0.014,2.207,0.658,0.376,0.002,1170.456,977.173,2.51,0.247,9.104e6,0,7.342,0.397,0.397,0.265,0.003,0.128,0.04,0.1,-3.593e-4,0,0,0,0,6.495e-5,0.011,0.077,0.005,86.263,0.04,1.898,10.131,926.786,337.438,0.05,0.501
6.422,753.181,82.706,-13.071,82.763,13.071,21.977,0.004,21.977,0.011,3.056,0.006,28.61,-80.6,9.79,0.224,2.934e-5,1.808,0.01,2.207,0.658,0.376,0.002,1172.681,977.173,2.539,0.246,9.03e6,0,7.228,0.397,0.397,0.266,0.003,0.128,0.026,0.066,-1.514e-4,0,0,0,0,2.544e-4,0.011,0.077,0.005,86.333,0.042,1.921,10.104,926.322,337.422,0.05,0.503
6.472,757.3,82.054,-13.01,82.111,13.011,22.13,0.004,22.13,0.011,3.053,0.167,28.61,-80.6,9.79,0.047,3.209e-5,2.303,0.068,2.207,0.658,0.376,0.002,1176.209,977.173,2.585,0.244,8.956e6,0,7.115,0.397,0.397,0.266,0.003,0.128,0.005,0.013,-2.876e-4,0,0,0,0,4.191e-4,0.011,0.077,0.005,86.439,0.039,1.989,10.078,925.861,337.406,0.05,0.506
6.522,761.386,81.405,-12.949,81.462,12.954,22.282,0.004,22.282,0.011,3.039,0.354,28.61,-80.6,9.79,0.165,2.268e-5,-2.071,0.029,2.207,0.658,0.376,0.002,1173.798,977.173,2.554,0.242,8.884e6,0,7.006,0.397,0.397,0.266,0.003,0.128,0.019,0.049,3.379e-4,0,0,0,0,-3.443e-4,0.01,0.077,0.005,86.551,0.031,2.107,10.051,925.405,337.39,0.05,0.509
6.572,765.44,80.759,-12.895,80.816,12.903,22.433,0.004,22.433,0.011,3.018,0.44,28.61,-80.6,9.79,0.269,2.249e-5,-1.315,0.021,2.207,0.658,0.376,0.002,1171.701,977.173,2.526,0.24,8.81e6,0,6.898,0.398,0.398,0.267,0.003,0.127,0.031,0.079,-3.045e-4,0,0,0,0,-1.411e-4,0.01,0.077,0.005,86.638,0.02,2.111,10.025,924.952,337.374,0.05,0.511
6.622,769.462,80.116,-12.844,80.172,12.853,22.584,0.005,22.584,0.011,2.996,0.477,28.61,-80.6,9.79,0.319,2.953e-5,-0.544,0.01,2.207,0.658,0.376,0.002,1170.701,977.173,2.513,0.238,8.737e6,0,6.79,0.398,0.398,0.267,0.003,0.127,0.037,0.094,4.52e-4,0,0,0,0,-2.452e-5,0.01,0.077,0.005,86.684,0.007,2.092,9.998,924.503,337.358,0.05,0.513
6.672,773.452,79.475,-12.795,79.53,12.805,22.733,0.005,22.733,0.012,2.971,0.505,28.61,-80.6,9.79,0.358,2.92e-5,0.536,0.016,2.207,0.658,0.376,0.002,1169.908,977.173,2.503,0.236,8.665e6,0,6.685,0.398,0.398,0.268,0.003,0.127,0.042,0.106,-4.983e-4,0,0,0,0,2.418e-5,0.01,0.077,0.005,86.684,-0.004,2.134,9.973,924.057,337.342,0.05,0.515
6.722,777.41,78.836,-12.749,78.891,12.757,22.881,0.005,22.881,0.012,2.946,0.462,28.61,-80.6,9.79,0.316,2.938e-5,1.489,0.017,2.207,0.658,0.376,0.002,1170.69,977.173,2.513,0.234,8.593e6,0,6.579,0.398,0.398,0.268,0.003,0.127,0.037,0.093,4.18e-4,0,0,0,0,1.898e-4,0.01,0.077,0.005,86.633,-0.014,2.129,9.947,923.615,337.327,0.05,0.517
6.772,781.336,78.2,-12.706,78.255,12.712,23.028,0.005,23.028,0.012,2.925,0.373,28.61,-80.6,9.79,0.217,2.877e-5,2.291,0.026,2.207,0.658,0.376,0.002,1172.622,977.173,2.538,0.232,8.521e6,0,6.473,0.398,0.399,0.268,0.003,0.127,0.025,0.064,2.984e-4,0,0,0,0,4.567e-4,0.01,0.077,0.005,86.537,-0.018,2.104,9.921,923.176,337.311,0.05,0.519
6.822,785.23,77.566,-12.665,77.62,12.668,23.173,0.005,23.173,0.012,2.91,0.263,28.61,-80.6,9.79,0.087,3.135e-5,2.675,0.061,2.207,0.658,0.376,0.002,1175.196,977.173,2.572,0.23,8.449e6,0,6.369,0.399,0.399,0.269,0.003,0.127,0.01,0.025,-2.737e-4,0,0,0,0,6.329e-4,0.01,0.077,0.005,86.41,-0.018,2.073,9.896,922.741,337.296,0.05,0.521
6.872,789.092,76.933,-12.627,76.988,12.628,23.319,0.005,23.319,0.012,2.899,0.138,28.61,-80.6,9.79,0.069,2.991e-5,-2.764,0.074,2.207,0.658,0.376,0.002,1175.538,977.173,2.576,0.229,8.377e6,0,6.267,0.399,0.399,0.269,0.003,0.127,0.008,0.021,-1.788e-4,0,0,0,0,-6.864e-4,0.01,0.077,0.005,86.273,-0.015,2.018,9.871,922.309,337.281,0.05,0.523
6.922,792.923,76.303,-12.59,76.358,12.59,23.464,0.005,23.464,0.012,2.896,0.013,28.61,-80.6,9.79,0.226,3.254e-5,-2.284,0.021,2.207,0.658,0.376,0.002,1172.361,977.173,2.535,0.227,8.306e6,0,6.167,0.399,0.399,0.27,0.003,0.127,0.026,0.067,-3.991e-4,0,0,0,0,-4.766e-4,0.01,0.077,0.005,86.145,-0.008,1.94,9.846,921.881,337.266,0.05,0.525
6.972,796.723,75.674,-12.55,75.73,12.551,23.608,0.005,23.608,0.012,2.897,0.057,28.61,-80.6,9.79,0.318,2.962e-5,-1.584,0.015,2.207,0.658,0.376,0.002,1170.538,977.173,2.511,0.225,8.235e6,0,6.069,0.399,0.4,0.27,0.003,0.127,0.037,0.094,1.281e-4,0,0,0,0,-2.332e-4,0.01,0.077,0.005,86.047,0.002,1.909,9.821,921.457,337.251,0.05,0.526
7.022,800.491,75.048,-12.511,75.104,12.511,23.753,0.005,23.753,0.012,2.901,0.121,28.61,-80.6,9.79,0.401,2.681e-5,-0.662,0.015,2.207,0.658,0.376,0.002,1168.897,977.173,2.49,0.223,8.164e6,0,5.971,0.4,0.4,0.27,0.003,0.126,0.047,0.118,1.627e-4,0,0,0,0,-4.143e-5,0.01,0.077,0.005,85.991,0.013,1.83,9.797,921.036,337.236,0.05,0.528
7.072,804.227,74.423,-12.468,74.48,12.469,23.899,0.005,23.899,0.012,2.909,0.144,28.61,-80.6,9.79,0.433,2.637e-5,0.46,0.015,2.207,0.658,0.376,0.002,1168.257,977.173,2.482,0.221,8.094e6,0,5.874,0.4,0.4,0.271,0.003,0.126,0.051,0.127,2.954e-4,0,0,0,0,2.031e-5,0.01,0.077,0.005,85.986,0.024,1.748,9.773,920.618,337.221,0.05,0.53
7.122,807.933,73.801,-12.421,73.859,12.422,24.044,0.005,24.044,0.012,2.915,0.101,28.61,-80.6,9.79,0.38,2.887e-5,1.478,0.017,2.207,0.658,0.376,0.002,1169.256,977.173,2.495,0.219,8.024e6,0,5.777,0.4,0.4,0.271,0.003,0.126,0.045,0.111,-2.178e-4,0,0,0,0,2.135e-4,0.009,0.077,0.005,86.035,0.033,1.709,9.748,920.204,337.206,0.05,0.534
7.172,811.607,73.181,-12.371,73.239,12.371,24.19,0.005,24.19,0.012,2.918,0.008,28.61,-80.6,9.79,0.255,2.967e-5,2.297,0.028,2.207,0.658,0.376,0.002,1171.674,977.173,2.526,0.217,7.954e6,0,5.682,0.401,0.401,0.272,0.003,0.126,0.03,0.075,-4.457e-4,0,0,0,0,5.242e-4,0.009,0.077,0.005,86.131,0.041,1.705,9.725,919.794,337.192,0.05,0.536
7.222,815.251,72.564,-12.32,72.622,12.32,24.336,0.005,24.336,0.012,2.915,0.115,28.61,-80.6,9.79,0.083,3.358e-5,2.678,0.074,2.207,0.658,0.376,0.002,1175.097,977.173,2.57,0.216,7.885e6,0,5.588,0.401,0.401,0.272,0.003,0.126,0.01,0.023,1.255e-4,0,0,0,0,7.245e-4,0.009,0.077,0.005,86.257,0.048,1.729,9.701,919.387,337.178,0.05,0.537
7.272,818.864,71.949,-12.269,72.008,12.272,24.481,0.005,24.481,0.012,2.906,0.271,28.61,-80.6,9.79,0.146,2.667e-5,-2.681,0.04,2.207,0.658,0.376,0.002,1173.79,977.173,2.553,0.214,7.817e6,0,5.497,0.401,0.401,0.272,0.003,0.126,0.017,0.044,3.697e-4,0,0,0,0,-7.387e-4,0.009,0.077,0.005,86.393,0.05,1.815,9.677,918.983,337.163,0.05,0.539
7.322,822.446,71.337,-12.22,71.395,12.227,24.626,0.005,24.626,0.012,2.888,0.42,28.61,-80.6,9.79,0.365,2.583e-5,-1.965,0.018,2.207,0.658,0.376,0.002,1169.449,977.173,2.497,0.212,7.749e6,0,5.409,0.401,0.402,0.273,0.003,0.126,0.043,0.108,3.909e-4,0,0,0,0,-4.034e-4,0.009,0.077,0.005,86.512,0.049,1.921,9.654,918.583,337.149,0.05,0.541
7.372,825.998,70.727,-12.176,70.785,12.186,24.77,0.005,24.77,0.012,2.865,0.476,28.61,-80.6,9.79,0.457,2.679e-5,-1.03,0.015,2.207,0.658,0.376,0.002,1167.666,977.173,2.474,0.21,7.681e6,0,5.32,0.402,0.402,0.273,0.003,0.126,0.054,0.134,-4.045e-5,0,0,0,0,-1.128e-4,0.009,0.077,0.005,86.588,0.042,1.919,9.631,918.186,337.135,0.05,0.543
7.422,829.519,70.119,-12.137,70.177,12.146,24.913,0.005,24.913,0.013,2.841,0.465,28.61,-80.6,9.79,0.453,2.674e-5,0.04,0.016,2.207,0.658,0.376,0.002,1167.711,977.173,2.475,0.208,7.612e6,0,5.231,0.402,0.402,0.274,0.003,0.126,0.054,0.133,2.362e-4,0,0,0,0,1.731e-7,0.009,0.077,0.005,86.612,0.032,1.867,9.608,917.793,337.121,0.05,0.545
7.472,833.01,69.513,-12.099,69.571,12.106,25.054,0.006,25.054,0.013,2.819,0.418,28.61,-80.6,9.79,0.397,2.674e-5,0.939,0.012,2.207,0.658,0.376,0.002,1168.764,977.173,2.488,0.207,7.544e6,0,5.141,0.402,0.403,0.274,0.003,0.126,0.047,0.117,-2.435e-4,0,0,0,0,9.696e-5,0.009,0.077,0.005,86.587,0.02,1.809,9.585,917.403,337.108,0.05,0.547
7.522,836.47,68.909,-12.06,68.966,12.067,25.195,0.006,25.195,0.013,2.799,0.413,28.61,-80.6,9.79,0.396,2.598e-5,1.766,0.012,2.207,0.658,0.376,0.002,1168.774,977.173,2.488,0.205,7.477e6,0,5.055,0.403,0.403,0.275,0.003,0.125,0.047,0.115,-1.01e-4,0,0,0,0,3.493e-4,0.009,0.077,0.005,86.518,0.01,1.871,9.563,917.016,337.094,0.05,0.55
7.572,839.901,68.307,-12.024,68.364,12.029,25.334,0.006,25.334,0.013,2.779,0.354,28.61,-80.6,9.79,0.312,2.211e-5,2.661,0.018,2.207,0.658,0.376,0.002,1170.378,977.173,2.509,0.203,7.41e6,0,4.969,0.403,0.403,0.275,0.003,0.125,0.037,0.091,3.101e-4,0,0,0,0,8.066e-4,0.009,0.077,0.005,86.407,0.002,1.886,9.541,916.633,337.081,0.05,0.552
7.622,843.301,67.707,-11.991,67.763,11.994,25.473,0.006,25.473,0.013,2.764,0.243,28.61,-80.6,9.79,0.142,3.022e-5,3.029,0.035,2.207,0.658,0.376,0.002,1173.723,977.173,2.553,0.201,7.342e6,0,4.883,0.403,0.403,0.275,0.003,0.125,0.016,0.041,6.805e-6,0,0,0,0,0.001,0.009,0.077,0.005,86.263,-0.003,1.824,9.519,916.253,337.067,0.05,0.554
7.672,846.671,67.108,-11.955,67.165,11.957,25.611,0.006,25.611,0.013,2.754,0.223,28.61,-80.6,9.79,0.108,2.654e-5,3.239,0.054,2.207,0.658,0.376,0.002,1174.396,977.173,2.561,0.2,7.277e6,0,4.8,0.404,0.404,0.276,0.003,0.125,0.012,0.031,1.313e-4,0,0,0,0,0.001,0.009,0.077,0.005,86.104,-0.006,1.941,9.497,915.876,337.054,0.05,0.555
7.722,850.012,66.512,-11.92,66.568,11.922,25.748,0.006,25.748,0.013,2.742,0.187,28.61,-80.6,9.79,0.044,1.994e-5,3.514,0.133,2.207,0.658,0.376,0.002,1175.655,977.173,2.578,0.198,7.211e6,0,4.718,0.404,0.404,0.276,0.003,0.125,0.005,0.011,-4.203e-4,0,0,0,0,0.001,0.009,0.077,0.005,85.935,-0.007,2.037,9.475,915.503,337.041,0.05,0.557
7.772,853.323,65.916,-11.89,65.973,11.891,25.885,0.006,25.885,0.013,2.736,0.088,28.61,-80.6,9.79,0.127,2.406e-5,-3.369,0.046,2.207,0.658,0.376,0.002,1173.969,977.173,2.556,0.196,7.145e6,0,4.637,0.404,0.404,0.277,0.002,0.125,0.015,0.039,-2.256e-5,0,0,0,0,-0.001,0.008,0.077,0.005,85.762,-0.007,2,9.453,915.133,337.028,0.05,0.558
7.822,856.603,65.323,-11.86,65.38,11.86,26.022,0.006,26.022,0.013,2.733,0.014,28.61,-80.6,9.79,0.257,2.108e-5,-2.979,0.024,2.207,0.658,0.376,0.002,1171.349,977.173,2.522,0.194,7.079e6,0,4.557,0.405,0.405,0.277,0.002,0.125,0.03,0.077,-2.761e-4,0,0,0,0,-0.001,0.008,0.077,0.005,85.602,-0.005,1.994,9.432,914.767,337.015,0.05,0.559
7.872,859.855,64.73,-11.828,64.788,11.828,26.158,0.006,26.158,0.013,2.734,0.034,28.61,-80.6,9.79,0.345,2.634e-5,-2.385,0.016,2.207,0.658,0.376,0.002,1169.608,977.173,2.499,0.193,7.013e6,0,4.478,0.405,0.405,0.278,0.002,0.125,0.041,0.102,7.934e-5,0,0,0,0,-7.215e-4,0.008,0.077,0.005,85.467,-0.001,2.004,9.411,914.403,337.002,0.05,0.56
