# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
2.094,309.526,187.967,-23.097,188.019,23.101,6.109,6.55e-4,6.109,0.006,4.398,0.441,28.61,-80.6,9.791,0.009,1.438e-6,-2.074,0.097,2.505,0.7,0.676,0.002,1117.903,949.617,2.186,0.555,2.359e7,0,33.339,0.34,0.34,0.256,0.017,0.067,9.3e-4,0.002,-1.355e-4,0,0,0,0,-9.254e-5,0.024,0.077,0.005,88.046,-0.011,1.979,12.988,976.948,339.17,0.05,0.304
2.144,318.895,186.816,-22.93,186.868,22.931,6.329,6.745e-4,6.329,0.006,4.385,0.113,28.61,-80.6,9.791,0.091,3.359e-6,-1.711,0.012,2.505,0.7,0.676,0.002,1116.768,949.617,2.171,0.551,2.342e7,0,32.893,0.34,0.34,0.257,0.016,0.067,0.01,0.021,-2.845e-4,0,0,0,0,-6.377e-5,0.024,0.077,0.005,87.948,-0.021,2.004,12.927,975.849,339.133,0.05,0.306
2.194,328.208,185.674,-22.757,185.726,22.757,6.548,6.871e-4,6.548,0.006,4.382,0.08,28.61,-80.6,9.791,0.102,-2.445e-6,-0.958,0.023,2.505,0.7,0.676,0.002,1116.441,949.617,2.167,0.548,2.327e7,0,32.454,0.34,0.34,0.257,0.016,0.067,0.011,0.025,3.385e-4,0,0,0,0,-2.023e-5,0.024,0.077,0.005,87.881,-0.012,2.152,12.867,974.757,339.096,0.05,0.309
2.244,337.463,184.54,-22.592,184.592,22.592,6.767,6.954e-4,6.767,0.006,4.383,0.128,28.61,-80.6,9.791,0.153,3.636e-6,-0.042,0.004,2.505,0.7,0.676,0.002,1115.673,949.617,2.157,0.545,2.311e7,0,32.021,0.34,0.34,0.257,0.016,0.067,0.017,0.036,3.046e-5,0,0,0,0,-3.874e-8,0.024,0.077,0.005,87.856,0.005,2.024,12.806,973.671,339.06,0.05,0.312
2.294,346.662,183.415,-22.418,183.468,22.419,6.986,7.061e-4,6.986,0.006,4.389,0.072,28.61,-80.6,9.791,0.138,6.078e-6,1.083,0.004,2.505,0.7,0.676,0.002,1115.642,949.617,2.156,0.541,2.295e7,0,31.593,0.34,0.34,0.258,0.016,0.067,0.015,0.032,-5.237e-5,0,0,0,0,2.65e-5,0.023,0.077,0.005,87.884,0.016,1.94,12.747,972.592,339.023,0.05,0.315
2.344,355.805,182.299,-22.231,182.352,22.236,7.206,7.225e-4,7.206,0.006,4.38,0.484,28.61,-80.6,9.791,0.004,1.348e-5,-1.582,0.07,2.505,0.7,0.676,0.002,1116.962,949.617,2.173,0.538,2.279e7,0,31.175,0.34,0.34,0.258,0.016,0.066,4.408e-4,7.403e-4,-2.548e-4,0,0,0,0,-5.723e-5,0.023,0.077,0.005,87.956,0.018,2.147,12.687,971.52,338.987,0.05,0.317
2.394,364.892,181.192,-22.058,181.244,22.07,7.424,7.438e-4,7.424,0.006,4.348,0.712,28.61,-80.6,9.791,0.068,-6.643e-6,-1.289,0.022,2.505,0.7,0.676,0.002,1116.054,949.617,2.162,0.535,2.264e7,0,30.763,0.34,0.34,0.258,0.015,0.066,0.007,0.016,-3.396e-4,0,0,0,0,-3.842e-5,0.023,0.077,0.005,88.031,0.011,2.104,12.628,970.454,338.952,0.05,0.32
2.444,373.924,180.093,-21.888,180.145,21.91,7.64,7.68e-4,7.64,0.006,4.305,0.981,28.61,-80.6,9.791,0.141,1.351e-6,-0.563,4.859e-4,2.505,0.7,0.676,0.002,1115.051,949.617,2.148,0.532,2.248e7,0,30.359,0.34,0.34,0.259,0.015,0.066,0.015,0.033,-1.276e-4,0,0,0,0,-7.437e-6,0.023,0.077,0.005,88.079,0.004,2.186,12.569,969.395,338.916,0.05,0.322
2.494,382.901,179.003,-21.731,179.053,21.75,7.854,7.928e-4,7.854,0.006,4.257,0.904,28.61,-80.6,9.791,0.125,4.438e-6,0.393,-0.006,2.505,0.7,0.676,0.002,1115.051,949.617,2.148,0.529,2.233e7,0,29.959,0.34,0.34,0.259,0.015,0.066,0.014,0.03,2.197e-4,0,0,0,0,3.659e-6,0.023,0.077,0.005,88.082,0.005,2.13,12.511,968.342,338.881,0.05,0.324
2.544,391.824,177.92,-21.581,177.97,21.591,8.066,8.185e-4,8.066,0.006,4.218,0.641,28.61,-80.6,9.791,0.057,1.963e-6,0.999,0.008,2.505,0.7,0.676,0.002,1115.632,949.617,2.156,0.525,2.218e7,0,29.563,0.34,0.34,0.259,0.015,0.066,0.006,0.013,-3.918e-4,0,0,0,0,2.397e-5,0.023,0.077,0.005,88.044,0.006,2.032,12.453,967.296,338.846,0.05,0.325
2.594,400.693,176.845,-21.434,176.894,21.438,8.276,8.452e-4,8.276,0.006,4.192,0.409,28.61,-80.6,9.791,0.006,-1.16e-6,-1.182,0.058,2.505,0.7,0.676,0.002,1116.036,949.617,2.161,0.522,2.203e7,0,29.176,0.339,0.339,0.259,0.014,0.066,6.635e-4,0.001,-3.08e-4,0,0,0,0,-3.396e-5,0.023,0.077,0.005,87.987,-7.172e-4,1.999,12.395,966.255,338.811,0.05,0.327
2.644,409.509,175.776,-21.29,175.826,21.291,8.485,8.707e-4,8.485,0.006,4.177,0.209,28.61,-80.6,9.791,0.062,3.893e-7,-0.952,0.006,2.505,0.7,0.676,0.002,1115.236,949.617,2.151,0.519,2.188e7,0,28.795,0.339,0.339,0.26,0.014,0.065,0.007,0.015,-3.428e-4,0,0,0,0,-2.229e-5,0.023,0.077,0.005,87.932,-0.006,1.973,12.338,965.221,338.776,0.05,0.329
2.694,418.271,174.716,-21.143,174.765,21.143,8.694,8.94e-4,8.694,0.006,4.169,0.14,28.61,-80.6,9.791,0.082,5.25e-6,-0.477,-0.003,2.505,0.7,0.676,0.002,1114.846,949.617,2.146,0.516,2.173e7,0,28.42,0.339,0.339,0.26,0.014,0.065,0.009,0.02,1.937e-4,0,0,0,0,-5.653e-6,0.022,0.077,0.005,87.896,-0.001,1.994,12.281,964.194,338.741,0.05,0.331
2.744,426.981,173.662,-20.995,173.712,20.995,8.902,9.166e-4,8.902,0.006,4.162,0.145,28.61,-80.6,9.791,0.081,2.83e-6,0.043,0.002,2.505,0.7,0.676,0.002,1114.699,949.617,2.144,0.513,2.159e7,0,28.051,0.339,0.339,0.26,0.014,0.065,0.009,0.019,-1.608e-5,0,0,0,0,4.626e-8,0.022,0.077,0.005,87.886,0.002,1.999,12.225,963.172,338.707,0.05,0.334
2.794,435.638,172.616,-20.848,172.666,20.848,9.11,9.392e-4,9.11,0.006,4.154,0.19,28.61,-80.6,9.791,0.067,2.875e-6,0.531,-0.004,2.505,0.7,0.676,0.002,1114.692,949.617,2.144,0.51,2.144e7,0,27.687,0.339,0.339,0.261,0.014,0.065,0.007,0.016,2.927e-4,0,0,0,0,7.194e-6,0.022,0.077,0.005,87.902,0.004,1.968,12.168,962.157,338.673,0.05,0.337
2.844,444.242,171.577,-20.7,171.627,20.702,9.318,9.619e-4,9.318,0.006,4.142,0.316,28.61,-80.6,9.791,0.028,-1.77e-6,0.823,-0.011,2.505,0.7,0.676,0.002,1114.969,949.617,2.147,0.507,2.13e7,0,27.328,0.339,0.339,0.261,0.013,0.065,0.003,0.006,4.894e-4,0,0,0,0,1.746e-5,0.022,0.077,0.005,87.937,-0.003,1.956,12.112,961.148,338.639,0.05,0.339
2.894,452.795,170.546,-20.551,170.596,20.558,9.524,9.832e-4,9.524,0.006,4.12,0.54,28.61,-80.6,9.791,0.04,2.08e-6,-0.792,-0.014,2.505,0.7,0.676,0.002,1114.683,949.617,2.144,0.504,2.116e7,0,26.977,0.339,0.339,0.261,0.013,0.065,0.004,0.009,-4.151e-4,0,0,0,0,-1.64e-5,0.022,0.077,0.005,87.979,-0.008,2.022,12.057,960.145,338.605,0.05,0.341
2.944,461.297,169.522,-20.41,169.572,20.419,9.73,0.001,9.73,0.006,4.091,0.594,28.61,-80.6,9.791,0.06,3.493e-7,-0.472,-0.002,2.505,0.7,0.676,0.002,1114.313,949.617,2.139,0.501,2.102e7,0,26.629,0.339,0.339,0.262,0.013,0.064,0.006,0.014,1.142e-4,0,0,0,0,-5.895e-6,0.022,0.077,0.005,88.011,-0.007,1.977,12.002,959.148,338.572,0.05,0.343
2.994,469.748,168.505,-20.267,168.554,20.283,9.933,0.001,9.933,0.006,4.056,0.805,28.61,-80.6,9.791,0.125,-4.213e-7,0.068,-0.001,2.505,0.7,0.676,0.002,1113.448,949.617,2.128,0.498,2.088e7,0,26.289,0.339,0.339,0.262,0.013,0.064,0.014,0.028,-5.157e-5,0,0,0,0,1.237e-7,0.022,0.077,0.005,88.022,-0.003,2.136,11.947,958.156,338.539,0.05,0.345
3.044,478.148,167.495,-20.134,167.543,20.148,10.135,0.001,10.135,0.006,4.016,0.75,28.61,-80.6,9.791,0.111,5.537e-7,0.781,0.001,2.505,0.7,0.676,0.002,1113.462,949.617,2.128,0.495,2.074e7,0,25.952,0.339,0.339,0.262,0.013,0.064,0.012,0.026,-1.332e-4,0,0,0,0,1.651e-5,0.021,0.077,0.005,88,0.001,2.158,11.892,957.171,338.505,0.05,0.346
3.094,486.497,166.492,-20.004,166.539,20.015,10.335,0.001,10.335,0.006,3.98,0.687,28.61,-80.6,9.791,0.092,7.603e-6,1.348,0.005,2.505,0.7,0.676,0.002,1113.53,949.617,2.129,0.492,2.06e7,0,25.62,0.339,0.339,0.263,0.013,0.064,0.01,0.021,-2.85e-5,0,0,0,0,4.982e-5,0.021,0.077,0.005,87.945,0.003,2.26,11.838,956.192,338.473,0.05,0.349
3.144,494.797,165.495,-19.879,165.542,19.885,10.533,0.001,10.533,0.006,3.95,0.512,28.61,-80.6,9.791,0.036,0,1.733,0.023,2.505,0.7,0.676,0.002,1114.007,949.617,2.135,0.489,2.046e7,0,25.293,0.339,0.339,0.263,0.012,0.064,0.004,0.008,2.774e-4,0,0,0,0,8.325e-5,0.021,0.077,0.005,87.866,-0.003,2.317,11.784,955.219,338.44,0.05,0.351
3.194,503.047,164.504,-19.758,164.551,19.76,10.73,0.001,10.73,0.006,3.93,0.309,28.61,-80.6,9.791,0.031,-7.577e-6,-1.745,0.037,2.505,0.7,0.676,0.002,1113.921,949.617,2.134,0.486,2.033e7,0,24.971,0.339,0.339,0.263,0.012,0.064,0.003,0.007,5.766e-5,0,0,0,0,-8.544e-5,0.021,0.077,0.005,87.777,-0.01,2.361,11.73,954.268,338.407,0.05,0.353
3.244,511.248,163.519,-19.637,163.566,19.638,10.926,0.001,10.926,0.006,3.918,0.178,28.61,-80.6,9.791,0.076,3.865e-6,-1.439,0.005,2.505,0.7,0.676,0.002,1113.284,949.617,2.126,0.484,2.019e7,0,24.655,0.339,0.339,0.264,0.012,0.063,0.008,0.017,-2.212e-4,0,0,0,0,-5.884e-5,0.021,0.077,0.005,87.697,-0.014,2.437,11.677,953.352,338.375,0.05,0.355
3.294,519.399,162.54,-19.518,162.587,19.518,11.122,0.001,11.122,0.006,3.913,0.055,28.61,-80.6,9.791,0.118,0,-0.907,0.002,2.505,0.7,0.676,0.002,1112.689,949.617,2.118,0.481,2.006e7,0,24.343,0.339,0.339,0.264,0.012,0.063,0.013,0.027,-2.94e-4,0,0,0,0,-2.366e-5,0.021,0.077,0.005,87.638,-0.017,2.454,11.624,952.441,338.343,0.05,0.357
3.344,527.502,161.567,-19.403,161.615,19.404,11.318,0.001,11.318,0.006,3.915,0.15,28.61,-80.6,9.791,0.185,3.204e-6,-0.106,-0.01,2.505,0.7,0.676,0.002,1111.827,949.617,2.107,0.478,1.993e7,0,24.035,0.339,0.339,0.264,0.012,0.063,0.02,0.043,-4.886e-4,0,0,0,0,-3.26e-7,0.021,0.077,0.005,87.612,-0.019,2.296,11.571,951.536,338.311,0.05,0.359
3.394,535.556,160.6,-19.281,160.648,19.282,11.514,0.001,11.514,0.006,3.924,0.148,28.61,-80.6,9.791,0.184,-2.159e-6,0.914,-0.006,2.505,0.7,0.676,0.002,1111.705,949.617,2.105,0.475,1.979e7,0,23.73,0.339,0.339,0.264,0.012,0.063,0.02,0.042,4.673e-4,0,0,0,0,2.458e-5,0.021,0.077,0.005,87.633,-0.018,2.196,11.519,950.636,338.279,0.05,0.361
3.444,543.562,159.639,-19.147,159.687,19.148,11.71,0.001,11.71,0.005,3.924,0.168,28.61,-80.6,9.791,0.077,0,1.605,-0.004,2.505,0.7,0.676,0.002,1112.745,949.617,2.119,0.472,1.966e7,0,23.429,0.339,0.339,0.265,0.012,0.063,0.008,0.018,5.55e-5,0,0,0,0,7.682e-5,0.02,0.077,0.005,87.699,-0.013,2.281,11.467,949.741,338.248,0.05,0.363
3.494,551.52,158.685,-19.019,158.733,19.024,11.906,0.001,11.906,0.005,3.908,0.433,28.61,-80.6,9.791,0.019,1.139e-5,-1.75,-0.031,2.505,0.7,0.676,0.002,1113.252,949.617,2.125,0.47,1.954e7,0,23.134,0.339,0.339,0.265,0.011,0.063,0.002,0.005,7.63e-5,0,0,0,0,-9.233e-5,0.02,0.077,0.005,87.786,-0.003,2.285,11.415,948.852,338.216,0.05,0.366
3.544,559.43,157.737,-18.893,157.785,18.906,12.101,0.001,12.101,0.005,3.88,0.695,28.61,-80.6,9.79,0.115,4.451e-6,-1.415,-0.001,2.505,0.7,0.676,0.002,1112.065,949.617,2.11,0.467,1.941e7,0,22.844,0.339,0.339,0.265,0.011,0.063,0.012,0.027,-4.12e-4,0,0,0,0,-6.109e-5,0.02,0.077,0.005,87.867,0.003,2.32,11.364,947.968,338.185,0.05,0.368
3.594,567.294,156.796,-18.773,156.843,18.793,12.294,0.001,12.294,0.005,3.839,0.883,28.61,-80.6,9.79,0.185,4.172e-6,-0.643,-0.006,2.505,0.7,0.676,0.002,1111.183,949.617,2.098,0.464,1.928e7,0,22.558,0.339,0.339,0.266,0.011,0.062,0.02,0.043,2.591e-4,0,0,0,0,-1.275e-5,0.02,0.077,0.005,87.919,0.005,2.37,11.313,947.09,338.154,0.05,0.369
3.644,575.11,155.86,-18.659,155.906,18.681,12.484,0.001,12.484,0.005,3.794,0.918,28.61,-80.6,9.79,0.201,3.962e-6,0.345,0.002,2.505,0.7,0.676,0.002,1110.885,949.617,2.094,0.461,1.915e7,0,22.276,0.339,0.339,0.266,0.011,0.062,0.022,0.046,-3.401e-5,0,0,0,0,3.714e-6,0.02,0.077,0.005,87.926,0.009,2.401,11.262,946.217,338.124,0.05,0.372
3.694,582.88,154.93,-18.553,154.975,18.567,12.673,0.001,12.673,0.005,3.752,0.726,28.61,-80.6,9.79,0.136,3.412e-6,1.177,-0.008,2.505,0.7,0.676,0.002,1111.462,949.617,2.102,0.459,1.903e7,0,21.994,0.339,0.339,0.266,0.011,0.062,0.015,0.031,-2.83e-4,0,0,0,0,4.384e-5,0.02,0.077,0.005,87.886,0.013,2.334,11.211,945.349,338.093,0.05,0.374
3.744,590.603,154.005,-18.451,154.05,18.457,12.86,0.001,12.86,0.005,3.722,0.465,28.61,-80.6,9.79,0.042,0,1.6,-0.029,2.505,0.7,0.676,0.002,1112.373,949.617,2.114,0.456,1.89e7,0,21.717,0.339,0.339,0.267,0.011,0.062,0.005,0.009,2.357e-4,0,0,0,0,8.199e-5,0.02,0.077,0.005,87.814,0.015,2.266,11.161,944.486,338.063,0.05,0.375
3.794,598.28,153.085,-18.35,153.129,18.352,13.045,0.001,13.045,0.005,3.704,0.272,28.61,-80.6,9.79,0.032,7.492e-6,-1.616,-0.039,2.505,0.7,0.676,0.002,1112.363,949.617,2.114,0.453,1.878e7,0,21.445,0.339,0.339,0.267,0.011,0.062,0.003,0.008,-2.144e-4,0,0,0,0,-8.467e-5,0.02,0.077,0.005,87.731,0.015,2.272,11.111,943.628,338.032,0.05,0.377
3.844,605.912,152.17,-18.253,152.214,18.253,13.23,0.001,13.23,0.005,3.697,0.025,28.61,-80.6,9.79,0.126,3.422e-6,-1.266,-0.008,2.505,0.7,0.676,0.002,1111.216,949.617,2.099,0.451,1.865e7,0,21.176,0.339,0.339,0.267,0.01,0.062,0.014,0.028,6.702e-5,0,0,0,0,-5.258e-5,0.019,0.077,0.005,87.657,0.012,2.188,11.062,942.775,338.002,0.05,0.379
3.894,613.497,151.259,-18.15,151.305,18.15,13.415,0.001,13.415,0.005,3.698,0.039,28.61,-80.6,9.79,0.153,6.163e-6,-0.598,-0.014,2.505,0.7,0.676,0.002,1110.813,949.617,2.093,0.448,1.853e7,0,20.912,0.339,0.339,0.268,0.01,0.062,0.017,0.034,2.701e-4,0,0,0,0,-1.186e-5,0.019,0.077,0.005,87.61,0.007,2.208,11.012,941.928,337.972,0.05,0.384
3.944,621.038,150.354,-18.05,150.4,18.051,13.6,0.001,13.6,0.005,3.703,0.141,28.61,-80.6,9.79,0.191,2.496e-6,0.185,-0.017,2.505,0.7,0.676,0.002,1110.282,949.617,2.087,0.445,1.841e7,0,20.651,0.339,0.34,0.268,0.01,0.061,0.021,0.043,-3.859e-4,0,0,0,0,1.153e-6,0.019,0.077,0.005,87.6,-0.005,2.093,10.963,941.085,337.943,0.05,0.386
3.994,628.533,149.455,-17.939,149.501,17.939,13.785,0.001,13.785,0.005,3.706,0.036,28.61,-80.6,9.79,0.123,-2.064e-6,0.926,-0.011,2.505,0.7,0.676,0.002,1110.898,949.617,2.095,0.443,1.829e7,0,20.393,0.34,0.34,0.268,0.01,0.061,0.013,0.027,-4.373e-5,0,0,0,0,2.918e-5,0.019,0.077,0.005,87.629,-0.016,2.16,10.915,940.248,337.913,0.05,0.389
4.044,635.983,148.56,-17.829,148.606,17.831,13.971,0.001,13.971,0.005,3.699,0.242,28.61,-80.6,9.79,0.04,3.311e-6,1.278,-0.028,2.505,0.7,0.676,0.002,1111.693,949.617,2.105,0.44,1.817e7,0,20.138,0.34,0.34,0.268,0.01,0.061,0.004,0.009,3.017e-4,0,0,0,0,5.623e-5,0.019,0.077,0.005,87.686,-0.021,2.203,10.866,939.416,337.884,0.05,0.391
4.094,643.389,147.672,-17.722,147.718,17.727,14.155,0.001,14.155,0.005,3.683,0.394,28.61,-80.6,9.79,0.026,5.308e-7,-1.31,-0.044,2.505,0.7,0.676,0.002,1111.74,949.617,2.105,0.437,1.805e7,0,19.887,0.34,0.34,0.269,0.01,0.061,0.003,0.006,2.968e-4,0,0,0,0,-5.979e-5,0.019,0.077,0.005,87.752,-0.024,2.182,10.818,938.588,337.855,0.05,0.394
4.144,650.75,146.788,-17.618,146.834,17.626,14.339,0.001,14.339,0.005,3.659,0.561,28.61,-80.6,9.79,0.097,6.838e-6,-1.033,-0.02,2.505,0.7,0.676,0.002,1110.846,949.617,2.094,0.435,1.793e7,0,19.64,0.34,0.34,0.269,0.01,0.061,0.011,0.022,3.716e-5,0,0,0,0,-3.764e-5,0.019,0.077,0.005,87.812,-0.022,2.201,10.77,937.766,337.826,0.05,0.397
4.194,658.068,145.91,-17.518,145.955,17.529,14.521,0.001,14.521,0.005,3.629,0.623,28.61,-80.6,9.79,0.128,2.246e-6,-0.548,-0.007,2.505,0.7,0.676,0.002,1110.409,949.617,2.088,0.432,1.782e7,0,19.396,0.34,0.34,0.269,0.01,0.061,0.014,0.029,-2.261e-4,0,0,0,0,-1.071e-5,0.019,0.077,0.005,87.853,-0.016,2.171,10.723,936.948,337.797,0.05,0.4
4.244,665.342,145.036,-17.421,145.081,17.432,14.702,0.001,14.702,0.004,3.597,0.635,28.61,-80.6,9.79,0.137,2.565e-6,0.006,-0.009,2.505,0.7,0.676,0.002,1110.208,949.617,2.086,0.43,1.77e7,0,19.154,0.34,0.34,0.27,0.009,0.061,0.015,0.031,3.482e-4,0,0,0,0,0,0.019,0.077,0.005,87.866,-0.006,2.154,10.675,936.136,337.768,0.05,0.401
4.294,672.572,144.168,-17.329,144.212,17.337,14.881,0.001,14.881,0.004,3.567,0.537,28.61,-80.6,9.79,0.099,1.657e-6,0.509,-0.007,2.505,0.7,0.676,0.002,1110.511,949.617,2.09,0.427,1.758e7,0,18.915,0.34,0.34,0.27,0.009,0.061,0.011,0.022,4.378e-4,0,0,0,0,9.474e-6,0.018,0.077,0.005,87.852,0.008,2.087,10.628,935.328,337.74,0.05,0.403
4.344,679.758,143.303,-17.239,143.347,17.244,15.058,0.001,15.058,0.004,3.544,0.41,28.61,-80.6,9.79,0.046,5.323e-6,0.801,-0.024,2.505,0.7,0.676,0.002,1110.975,949.617,2.096,0.425,1.747e7,0,18.679,0.34,0.34,0.27,0.009,0.06,0.005,0.01,-5.325e-5,0,0,0,0,2.376e-5,0.018,0.077,0.005,87.818,0.023,2.029,10.582,934.525,337.711,0.05,0.405
4.394,686.902,142.444,-17.15,142.487,17.153,15.235,0.001,15.235,0.004,3.526,0.312,28.61,-80.6,9.79,0.004,2.871e-6,0.838,-0.305,2.505,0.7,0.676,0.002,1111.333,949.617,2.1,0.422,1.735e7,0,18.446,0.34,0.34,0.271,0.009,0.06,4.041e-4,5.184e-4,1.204e-4,0,0,0,0,2.626e-5,0.018,0.077,0.005,87.775,0.034,2.016,10.535,933.727,337.683,0.05,0.41
4.444,694.003,141.588,-17.064,141.632,17.065,15.411,0.001,15.411,0.004,3.514,0.163,28.61,-80.6,9.79,0.062,0,-0.78,-0.009,2.505,0.7,0.676,0.002,1110.59,949.617,2.091,0.42,1.724e7,0,18.217,0.34,0.34,0.271,0.009,0.06,0.007,0.014,2.182e-4,0,0,0,0,-2.307e-5,0.018,0.077,0.005,87.732,0.039,1.937,10.489,932.933,337.655,0.05,0.413
4.494,701.061,140.737,-16.979,140.781,16.979,15.587,0.001,15.587,0.004,3.51,0.019,28.61,-80.6,9.79,0.126,1.584e-6,-0.413,-0.013,2.505,0.7,0.676,0.002,1109.8,949.617,2.08,0.417,1.712e7,0,17.99,0.34,0.34,0.271,0.009,0.06,0.014,0.029,-1.747e-4,0,0,0,0,-6.557e-6,0.018,0.077,0.005,87.701,0.035,1.827,10.443,932.145,337.627,0.05,0.416
4.544,708.077,139.891,-16.889,139.935,16.889,15.762,0.001,15.762,0.004,3.508,0.052,28.61,-80.6,9.79,0.112,1.251e-6,0.073,-0.013,2.505,0.7,0.676,0.002,1109.849,949.617,2.081,0.415,1.701e7,0,17.767,0.34,0.34,0.271,0.009,0.06,0.012,0.026,1.365e-4,0,0,0,0,2.084e-7,0.018,0.077,0.005,87.693,0.021,1.853,10.398,931.361,337.6,0.05,0.417
4.594,715.05,139.048,-16.798,139.093,16.798,15.938,0.001,15.938,0.004,3.504,0.123,28.61,-80.6,9.79,0.079,4.023e-6,0.427,-0.01,2.505,0.7,0.676,0.002,1110.103,949.617,2.084,0.412,1.69e7,0,17.546,0.34,0.34,0.272,0.009,0.06,0.009,0.018,-2.069e-4,0,0,0,0,7.16e-6,0.018,0.077,0.005,87.707,0.004,1.872,10.352,930.582,337.572,0.05,0.419
4.644,721.982,138.211,-16.705,138.255,16.707,16.113,0.001,16.113,0.004,3.495,0.261,28.61,-80.6,9.79,0.014,3.151e-6,0.62,-0.031,2.505,0.7,0.676,0.002,1110.714,949.617,2.092,0.41,1.679e7,0,17.329,0.34,0.34,0.272,0.009,0.06,0.002,0.003,1.055e-4,0,0,0,0,1.529e-5,0.018,0.077,0.005,87.734,-0.008,1.942,10.307,929.807,337.545,0.05,0.42
4.694,728.871,137.378,-16.613,137.422,16.619,16.287,0.001,16.287,0.004,3.477,0.439,28.61,-80.6,9.79,0.072,1.045e-6,-0.511,-0.001,2.505,0.7,0.676,0.002,1109.989,949.617,2.083,0.407,1.668e7,0,17.115,0.341,0.341,0.272,0.008,0.06,0.008,0.016,-2.567e-4,0,0,0,0,-1.051e-5,0.018,0.077,0.005,87.764,-0.016,2.064,10.262,929.038,337.518,0.05,0.422
4.744,735.719,136.549,-16.528,136.593,16.534,16.46,0.001,16.46,0.005,3.455,0.424,28.61,-80.6,9.79,0.069,2.568e-6,-0.224,-0.005,2.505,0.7,0.676,0.002,1109.929,949.617,2.082,0.405,1.657e7,0,16.902,0.341,0.341,0.273,0.008,0.06,0.007,0.015,2.254e-4,0,0,0,0,-2.043e-6,0.017,0.077,0.005,87.782,-0.02,1.999,10.218,928.273,337.491,0.05,0.423
4.794,742.526,135.725,-16.444,135.768,16.45,16.632,0.001,16.632,0.005,3.434,0.427,28.61,-80.6,9.79,0.072,2.067e-6,0.018,-0.008,2.505,0.7,0.676,0.002,1109.793,949.617,2.08,0.403,1.646e7,0,16.692,0.341,0.341,0.273,0.008,0.059,0.008,0.016,-2.091e-4,0,0,0,0,1.366e-8,0.017,0.077,0.005,87.787,-0.017,1.983,10.174,927.512,337.464,0.05,0.425
4.844,749.292,134.905,-16.363,134.948,16.368,16.803,0.001,16.803,0.005,3.413,0.382,28.61,-80.6,9.79,0.053,1.528e-6,0.247,-0.008,2.505,0.7,0.676,0.002,1109.908,949.617,2.082,0.4,1.635e7,0,16.485,0.341,0.341,0.273,0.008,0.059,0.006,0.012,4.851e-4,0,0,0,0,2.541e-6,0.017,0.077,0.005,87.78,-0.01,1.942,10.13,926.756,337.437,0.05,0.426
4.894,756.017,134.089,-16.286,134.132,16.288,16.974,0.001,16.974,0.005,3.397,0.249,28.61,-80.6,9.79,0.011,1.798e-6,-0.332,0.014,2.505,0.7,0.676,0.002,1110.273,949.617,2.086,0.398,1.625e7,0,16.279,0.341,0.341,0.274,0.008,0.059,0.001,0.002,-4.604e-4,0,0,0,0,-4.67e-6,0.017,0.077,0.005,87.764,0.001,1.809,10.086,926.005,337.411,0.05,0.43
4.944,762.701,133.276,-16.204,133.319,16.207,17.143,0.001,17.143,0.005,3.385,0.272,28.61,-80.6,9.79,0.001,2.508e-6,0.288,-0.076,2.505,0.7,0.676,0.002,1110.284,949.617,2.087,0.395,1.614e7,0,16.077,0.341,0.341,0.274,0.008,0.059,1.534e-4,3.375e-4,3.812e-4,0,0,0,0,3.536e-6,0.017,0.077,0.005,87.749,0.014,1.857,10.042,925.258,337.385,0.05,0.433
4.994,769.345,132.468,-16.12,132.511,16.125,17.312,0.001,17.312,0.005,3.368,0.398,28.61,-80.6,9.79,0.065,4.063e-6,0.413,-0.005,2.505,0.7,0.676,0.002,1109.499,949.617,2.076,0.393,1.603e7,0,15.879,0.341,0.341,0.274,0.008,0.059,0.007,0.015,-1.497e-4,0,0,0,0,7.387e-6,0.017,0.077,0.005,87.732,0.024,2.031,9.999,924.516,337.358,0.05,0.436
5.044,775.948,131.664,-16.042,131.707,16.047,17.48,0.001,17.48,0.005,3.348,0.376,28.61,-80.6,9.79,0.055,2.133e-6,0.637,-0.017,2.505,0.7,0.676,0.002,1109.519,949.617,2.077,0.391,1.593e7,0,15.682,0.341,0.341,0.274,0.008,0.059,0.006,0.012,4.613e-4,0,0,0,0,1.778e-5,0.017,0.077,0.005,87.706,0.029,2.054,9.956,923.778,337.332,0.05,0.439
