# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (m/s²),Total velocity (m/s),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (°),Longitude (°),Gravitational acceleration (m/s²),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (kg),Motor mass (kg),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (m/s²),Reference length (m),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
51.838,154.719,-11.76,2.401,11.761,2.404,0.365,0.019,0.365,3.005,2.088,0.129,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.036,1.493e6,0,30.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.981,13.982,994.887,339.772,0.155,0.947
52.049,152.275,-11.409,1.668,11.409,1.671,-0.073,0.019,0.076,165.353,2.065,0.107,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.035,1.448e6,0,28.701,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.002,NaN,NaN,NaN,NaN,1.98,13.994,995.104,339.779,0.211,0.947
52.359,148.777,-11.099,0.995,11.099,0.995,-0.714,0.019,0.714,178.471,2.058,0.023,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.034,1.409e6,0,27.014,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.043,14.01,995.391,339.789,0.311,0.947
52.859,143.28,-10.889,0.421,10.889,0.421,-1.745,0.019,1.745,179.377,2.065,0.013,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.033,1.383e6,0,25.578,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.074,14.033,995.801,339.803,0.5,0.948
53.359,137.841,-10.867,0.044,10.867,0.184,-2.755,0.019,2.755,179.607,1.975,0.179,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.381e6,0,24.637,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.869,14.069,996.446,339.825,0.5,0.948
53.859,132.408,-10.863,0.008,10.863,0.054,-3.736,0.019,3.736,179.711,1.949,0.054,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.381e6,0,24.543,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.917,14.104,997.084,339.846,0.5,0.948
54.359,126.978,-10.86,0.006,10.86,0.047,-4.716,0.019,4.716,179.772,1.972,0.046,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.381e6,0,24.538,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.001,14.139,997.721,339.867,0.5,0.948
54.859,121.549,-10.855,0.009,10.857,0.268,-5.735,0.019,5.735,179.814,2.106,0.268,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.381e6,0,24.555,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.27,14.175,998.358,339.889,0.5,0.948
55.359,116.121,-10.854,0.002,10.854,0.068,-6.78,0.019,6.78,179.843,2.072,0.068,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.381e6,0,24.53,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.032,14.21,998.994,339.91,0.5,0.949
55.859,110.695,-10.851,0.007,10.851,0.2,-7.84,0.019,7.84,179.865,2.172,0.2,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.382e6,0,24.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.295,14.245,999.631,339.931,0.5,0.949
56.359,105.271,-10.849,0.004,10.849,0.04,-8.931,0.018,8.931,179.882,2.192,0.04,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.382e6,0,24.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.217,14.28,1000.267,339.953,0.5,0.949
56.859,99.847,-10.845,0.007,10.846,0.205,-10.001,0.018,10.001,179.895,2.089,0.205,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.382e6,0,24.547,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.966,14.316,1000.904,339.974,0.5,0.949
57.359,94.425,-10.843,0.004,10.843,0.004,-11.046,0.018,11.046,179.905,2.089,9.685e-4,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.382e6,0,24.532,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.092,14.351,1001.54,339.996,0.5,0.95
57.859,89.004,-10.84,0.007,10.84,0.189,-12.067,0.018,12.067,179.914,1.995,0.189,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.382e6,0,24.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.882,14.386,1002.176,340.017,0.5,0.95
58.359,83.585,-10.837,0.004,10.838,0.098,-13.077,0.018,13.077,179.921,2.044,0.098,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.383e6,0,24.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.105,14.421,1002.811,340.038,0.5,0.951
58.859,78.167,-10.834,0.007,10.835,0.201,-14.124,0.018,14.124,179.927,2.145,0.201,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.383e6,0,24.546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.268,14.457,1003.447,340.06,0.5,0.951
59.359,72.751,-10.832,0.004,10.832,0.135,-15.18,0.018,15.18,179.932,2.077,0.135,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.383e6,0,24.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.997,14.492,1004.082,340.081,0.5,0.952
59.859,67.336,-10.829,0.005,10.829,0.067,-16.21,0.018,16.21,179.937,2.044,0.067,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.383e6,0,24.536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.005,14.527,1004.718,340.102,0.5,0.952
60.359,61.922,-10.824,0.01,10.826,0.301,-17.194,0.018,17.194,179.941,1.893,0.301,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.383e6,0,24.559,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.713,14.562,1005.353,340.124,0.5,0.952
60.859,56.511,-10.822,0.004,10.823,0.24,-18.171,0.018,18.171,179.944,2.013,0.24,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.384e6,0,24.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.16,14.598,1005.988,340.145,0.5,0.953
61.359,51.1,-10.821,0.003,10.821,0.121,-19.162,0.018,19.162,179.947,1.953,0.121,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.384e6,0,24.533,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.881,14.633,1006.622,340.166,0.5,0.953
61.859,45.69,-10.818,0.005,10.818,0.041,-20.133,0.018,20.133,179.95,1.932,0.041,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.384e6,0,24.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.909,14.668,1007.257,340.188,0.5,0.954
62.359,40.282,-10.815,0.006,10.816,0.147,-21.081,0.017,21.081,179.953,1.859,0.147,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.384e6,0,24.542,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.771,14.703,1007.891,340.209,0.5,0.954
62.859,34.876,-10.808,0.014,10.811,0.44,-21.955,0.017,21.955,179.955,1.639,0.44,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.384e6,0,24.584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.375,14.738,1008.526,340.23,0.5,0.954
63.359,29.471,-10.81,-0.003,10.81,0.031,-22.771,0.017,22.771,179.956,1.623,0.031,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.385e6,0,24.515,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.606,14.773,1009.16,340.252,0.5,0.954
63.859,24.067,-10.807,0.005,10.808,0.055,-23.589,0.017,23.589,179.958,1.651,0.055,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.385e6,0,24.536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.685,14.808,1009.793,340.273,0.5,0.955
64.359,18.664,-10.804,0.007,10.805,0.167,-24.435,0.017,24.435,179.96,1.734,0.167,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.385e6,0,24.544,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.836,14.844,1010.427,340.294,0.5,0.955
64.859,13.263,-10.802,0.005,10.802,0.097,-25.29,0.017,25.29,179.961,1.686,0.097,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.386e6,0,24.537,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.629,14.879,1011.061,340.315,0.5,0.955
65.359,7.863,-10.798,0.008,10.799,0.253,-26.165,0.017,26.165,179.963,1.812,0.253,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.386e6,0,24.553,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.966,14.914,1011.695,340.337,0.5,0.955
65.859,2.464,-10.796,0.003,10.796,0.142,-27.089,0.017,27.089,179.964,1.883,0.142,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.386e6,0,24.535,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,1.97,14.949,1012.328,340.358,0.5,0.956
66.088,0,-10.795,0.005,10.796,0.135,-27.522,0.017,27.522,179.965,1.914,0.135,28.61,-80.6,9.792,NaN,NaN,NaN,NaN,2.505,0.7,NaN,NaN,NaN,NaN,NaN,0.032,1.386e6,0,24.539,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.001,NaN,NaN,NaN,NaN,2.034,14.984,1012.961,340.379,0.228,0.956
